cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"West Virginia",10/10/2016,10/14/2016,"Google Consumer Surveys","B",115,"lv",.0918534,23.1,58.73,3.69,,28.96957,65.57999,2.325183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47005,73494,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"New Hampshire",8/20/2016,8/28/2016,"University of New Hampshire","B+",417,"lv",.091382,43,32,12,,46.54251,35.31975,8.84949,,"","https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_summer_preselect090216.pdf",45278,69659,9/2/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Washington",9/30/2016,10/13/2016,"Ipsos","A-",602,"lv",.0913606,46.94,37.24,,,45.90098,36.61531,,,"","http://reuters.com/statesofthenation/",46859,73305,10/15/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/5/2016,8/8/2016,"Selzer & Company","A+",749,"lv",.0906039,44,40,9,,45.9236,41.60967,6.568468,,"","https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rAjnCYJjgvBw/v0",44815,68645,8/10/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",9/18/2016,9/19/2016,"YouGov","B",1065,"rv",.0905123,40,38,7,,43.74546,39.62786,6.099471,,"","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zcgy71ddez/econToplines.pdf",45910,71740,9/21/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Minnesota",9/30/2016,10/13/2016,"Ipsos","A-",611,"lv",.090143,42.74,35.8,,,41.47563,34.95529,,,"","http://reuters.com/statesofthenation/",46837,73283,10/15/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Georgia",9/30/2016,10/13/2016,"Ipsos","A-",645,"lv",.0890247,41.51,50.04,,,40.30785,49.27908,,,"","http://reuters.com/statesofthenation/",46825,73271,10/15/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/2/2016,10/6/2016,"Ipsos","A-",1107,"lv",.0884018,41.6,37.7,8.5,,42.87553,39.01613,8.023781,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46551,72811,10/7/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Illinois",10/15/2016,10/19/2016,"Google Consumer Surveys","B",1105,"lv",.0879572,38.96,29.27,6.22,,44.65055,35.85129,5.146305,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47117,73750,10/21/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"California",10/9/2016,10/16/2016,"CVOTER International","C+",483,"lv",.0875107,58.3,37.4,,,53.89732,31.62045,,,"","https://assets.documentcloud.org/documents/3143752/UPI-CVoter-2016-StatePoll-October-16.pdf",46894,73372,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Georgia",7/29/2016,7/31/2016,"SurveyUSA","A",628,"lv",.0867517,42,46,5,,42.96178,46.28115,3.699594,,"","http://www.11alive.com/news/local/exclusive-poll-trump-holds-narrow-lead-over-clinton-in-georgia/285416138",44740,68406,8/1/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Texas",10/15/2016,10/19/2016,"Google Consumer Surveys","B",1163,"lv",.0847282,33.31,40.79,7.82,,38.99665,47.36175,6.746305,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47146,73779,10/21/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"New York",10/15/2016,10/19/2016,"Google Consumer Surveys","B",1165,"lv",.084621,44.04,28.96,5.27,,49.73579,35.55405,4.196305,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47137,73770,10/21/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/1/2016,8/3/2016,"Marist College","A",983,"rv",.0842619,45,31,10,,46.88982,35.27034,6.114961,,"","http://www.mcclatchydc.com/news/politics-government/election/article93763582.html",44770,68522,8/4/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/4/2016,8/7/2016,"Monmouth University","A+",683,"lv",.0841114,50,37,7,,50.91261,38.61761,5.232919,,"","http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_080816/",44795,68593,8/8/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/13/2016,10/19/2016,"CVOTER International","C+",1360,"lv",.083788,50.27,45.57,,,45.50694,39.38169,,,"","http://www.upi.com/Top_News/US/2016/10/24/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-narrows-to-307-points/7031477307768/?spt=sec&or=tn",47242,73929,10/24/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"South Dakota",10/10/2016,10/14/2016,"Google Consumer Surveys","B",91,"lv",.0822768,28.56,38.29,8.63,,34.43775,45.15647,7.265183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46997,73486,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"District of Columbia",10/10/2016,10/14/2016,"Google Consumer Surveys","B",62,"lv",.0819121,58.06,21.25,1.81,,64.00032,28.24259,.4451829,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46963,73452,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Virginia",9/30/2016,10/13/2016,"Ipsos","A-",884,"lv",.0815733,49.22,38.8,,,48.00473,38.01512,,,"","http://reuters.com/statesofthenation/",46858,73304,10/15/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Michigan",10/11/2016,10/11/2016,"Mitchell Research & Communications","D",1429,"lv",.0813932,47,37,7,,46.33002,37.30024,6.406798,,"","http://www.realclearpolitics.com/docs/2016/FOX_2_Detroit-Mitchell_Poll_of_MI_Press_Clinton_v_Trump_10-12-16_A.pdf",46786,73163,10/13/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"New York",9/30/2016,10/6/2016,"Ipsos","A-",714,"lv",.0804555,54.76,31.07,,,54.51371,30.70942,,,"","http://www.reuters.com/statesofthenation/",46662,72956,10/10/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Colorado",8/29/2016,8/31/2016,"Magellan Strategies","C",500,"lv",.0798097,41,36,13,,43.74958,37.23173,10.10726,,"","http://magellanstrategies.com/colorado-2016-presidential-voter-opinion-survey/",45427,70734,9/8/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Illinois",8/1/2016,8/4/2016,"Normington, Petts & Associates","C+",800,"lv",.0761,51,32,,,49.97451,31.69774,,,"","https://drive.google.com/file/d/0B4Bi-iePG1O6SzduOV96VkRtTlk/view",44794,68591,8/8/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Delaware",10/10/2016,10/14/2016,"Google Consumer Surveys","B",93,"lv",.0760199,41.18,28.45,5.07,,47.03416,35.26893,3.705183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46964,73453,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/8/2016,10/8/2016,"Morning Consult","",1390,"lv",.0758545,42,38,8,,44.03276,40.14592,5.973746,,"","https://morningconsult.com/wp-content/uploads/2016/10/161003_topline_trend_v3_LIKELYVOTERS_KD.pdf",46566,72836,10/9/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Washington",8/9/2016,8/13/2016,"Elway Research","A+",350,"lv",.0754339,45,24,,,45.01658,25.41692,,,"","https://www.documentcloud.org/documents/3013245-Elway-Poll-Governor-President-081516.html",44856,68751,8/15/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Alaska",8/9/2016,8/14/2016,"Lake Research Partners","B+",500,"lv",.0748925,30,38,11,,32.68637,42.20636,9.438109,,"","http://midnightsunak.com/2016/10/16/midnight-sun-exclusive-new-poll-shows-trump-clinton-tied-alaska/",46873,73330,10/16/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"California",10/15/2016,10/19/2016,"Google Consumer Surveys","B",1384,"lv",.0742893,47.95,26.85,5.62,,53.64616,33.44495,4.546305,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47107,73740,10/21/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/16/2016,10/22/2016,"USC Dornsife/LA Times","",3028,"lv",.0741665,44.14,44.45,,,44.84995,40.50849,,,"","http://latimes.com/politics/",47233,73914,10/23/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Idaho",10/10/2016,10/14/2016,"Google Consumer Surveys","B",161,"lv",.0740769,23.38,33.65,7.98,,29.25521,40.51135,6.615183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46969,73458,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"New Hampshire",10/10/2016,10/14/2016,"Google Consumer Surveys","B",71,"lv",.0740236,47.86,23.29,11.46,,53.79033,30.26245,10.09518,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46986,73475,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/29/2016,8/1/2016,"Penn Schoen Berland","B-",1000,"lv",.0739601,45,40,5,,47.79982,40.73724,3.313803,,"","http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf",44757,68468,8/3/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Alaska",8/27/2016,8/29/2016,"Moore Information","B",500,"lv",.0733645,29,39,10,,32.7516,41.65134,8.208899,,"","http://midnightsunak.com/wp-content/uploads/2016/09/Memo-AK-Senator-Murkowski-Aug2016.pdf",45319,69700,9/4/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Wyoming",10/10/2016,10/14/2016,"Google Consumer Surveys","B",61,"lv",.0732435,16.58,51.9,12.22,,22.45677,58.7645,10.85518,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47006,73495,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Nebraska",10/10/2016,10/14/2016,"Google Consumer Surveys","B",217,"lv",.0729185,27.82,40.76,6.04,,33.68784,47.60648,4.675183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46985,73474,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Vermont",10/10/2016,10/14/2016,"Google Consumer Surveys","B",71,"lv",.0727223,65.93,10.76,6.75,,71.84662,17.70482,5.385183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47002,73491,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Illinois",9/30/2016,10/6/2016,"Ipsos","A-",601,"lv",.072298,57.49,31.29,,,56.87532,30.57691,,,"","http://www.reuters.com/statesofthenation/",46643,72937,10/10/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Arizona",8/25/2016,8/27/2016,"MBQF","C+",728,"lv",.0720239,40,39,7,,41.33334,40.51035,5.157868,,"","http://email.connectstrategic.com/t/j-73630F4BD52B12D8",45048,69102,8/29/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"New Jersey",9/30/2016,10/13/2016,"Ipsos","A-",953,"lv",.0717298,49.93,32.23,,,49.51967,32.24164,,,"","http://reuters.com/statesofthenation/",46844,73290,10/15/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Nevada",10/10/2016,10/14/2016,"Google Consumer Surveys","B",253,"lv",.0701123,33.6,35.34,10.78,,39.45935,42.1694,9.415183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46989,73478,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/12/2016,10/18/2016,"CVOTER International","C+",1344,"lv",.0700252,49.63,46.26,,,44.86414,40.1152,,,"","http://www.upi.com/Top_News/US/2016/10/24/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-narrows-to-307-points/7031477307768/?spt=sec&or=tn",47241,73928,10/24/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Idaho",8/18/2016,8/31/2016,"Dan Jones & Associates","C+",602,"lv",.068568,23,44,13,,25.22958,46.54721,10.55894,,"","http://idahopoliticsweekly.com/politics/1218-Bob%20Bernick,%20Idaho%20Politics%20Weekly%20Contributor",45398,70640,9/6/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Mississippi",10/10/2016,10/14/2016,"Google Consumer Surveys","B",212,"lv",.0681149,22.04,53.32,6.06,,27.83801,60.02574,4.695183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46981,73470,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Alabama",7/19/2016,7/19/2016,"Strategy Research","",4100,"rv",.0680352,33,57,,,34.89021,56.46453,,,"","http://wkrg.com/2016/07/21/trump-wins-alabama-but-some-supporters-may-not-like-him/",44747,68431,8/2/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/28/2016,8/30/2016,"Fox News/Anderson Robbins Research/Shaw & Company Research","A",1011,"rv",.0678287,41,39,9,,46.06547,42.2543,5.38321,,"","http://www.foxnews.com/politics/interactive/2016/08/31/fox-news-poll-aug-31-2016/",45251,69571,8/31/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"California",9/30/2016,10/6/2016,"Ipsos","A-",974,"lv",.0671223,61.26,27.86,,,60.86071,27.34531,,,"","http://www.reuters.com/statesofthenation/",46636,72930,10/10/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Nevada",8/15/2016,8/17/2016,"Suffolk University","B+",500,"rv",.0667239,43.8,41.6,4.8,,47.5126,45.35229,2.80407,,"","http://www.ktnv.com/news/ralston/poll-presidential-senate-races-in-nevada-are-dead-heats",44888,68829,8/18/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Hawaii",10/10/2016,10/14/2016,"Google Consumer Surveys","B",66,"lv",.0665144,51.35,20.4,1.49,,57.25484,27.32109,.125183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46967,73456,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Georgia",8/1/2016,8/4/2016,"Time/Abt SRBI","A-",847,"rv",.0662515,41,38,11,,44.32391,42.06078,6.853921,,"","http://politics.blog.ajc.com/2016/08/05/ajc-poll-hillary-clinton-has-slim-lead-over-donald-trump-in-georgia/",44773,68527,8/5/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Texas",9/30/2016,10/6/2016,"Ipsos","A-",583,"lv",.0660404,33.59,50.14,,,32.8605,49.32396,,,"","http://www.reuters.com/statesofthenation/",46672,72966,10/10/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Oklahoma",10/10/2016,10/14/2016,"Google Consumer Surveys","B",216,"lv",.0651643,33.66,44.49,6.91,,39.50179,51.28399,5.545183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46992,73481,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Missouri",8/8/2016,8/9/2016,"Public Policy Polling","B+",947,"lv",.0650294,42,45,,,41.13298,44.02493,,,"","http://www.protectmofamilies.com/images/15290/Aug2016MissouriPresidentResultsPPP_PMF.pdf",44880,68812,8/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"New Mexico",10/10/2016,10/14/2016,"Google Consumer Surveys","B",214,"lv",.0646968,40.3,22.32,14.3,,46.17306,29.17702,12.93518,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46988,73477,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Colorado",8/9/2016,8/16/2016,"Quinnipiac University","A-",830,"lv",.0646175,41,33,16,,44.07331,34.20983,12.99657,,"","http://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2373",44882,68820,8/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Kansas",10/10/2016,10/14/2016,"Google Consumer Surveys","B",264,"lv",.0641542,45.87,26.74,6.61,,51.74219,33.59527,5.245183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46972,73461,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Indiana",8/1/2016,8/3/2016,"Expedition Strategies","",600,"lv",.0640915,44,44,,,41.33667,42.91545,,,"","https://twitter.com/hwypol/status/764497782677790720",44857,68752,8/15/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",8/18/2016,8/24/2016,"Quinnipiac University","A-",1498,"lv",.0640576,45,38,10,,48.15831,38.79894,6.887932,,"","https://www.qu.edu/images/polling/us/us08252016_U88mxwn.pdf",44989,69024,8/25/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",9/1/2016,9/7/2016,"CVOTER International","C+",1226,"lv",.0638352,46.65,47.73,,,43.53676,41.04144,,,"","http://www.upi.com/Top_News/US/2016/09/10/UPICVoter-Donald-Trump-maintains-1-point-lead-over-Hillary-Clinton/2971473530599/",45689,71260,9/10/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/18/2016,10/20/2016,"The Times-Picayune/Lucid","",2127,"lv",.0636872,45,37,6,,45.33711,39.00062,4.83779,,"","https://luc.id/2016-presidential-tracker/",47163,73806,10/21/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Arizona",8/17/2016,8/31/2016,"Arizona State University","C+",704,"lv",.0632052,39.9,36.8,8.3,,42.12935,39.63397,5.501426,,"","http://www.azcentral.com/story/news/politics/elections/2016/09/07/poll-arizona-toss-up-between-hillary-clinton-donald-trump/89919308/?hootPostID=a6dc2f8a466823e45aebf72da1f6c8dc",45407,71364,9/13/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Arkansas",10/10/2016,10/14/2016,"Google Consumer Surveys","B",189,"lv",.0619627,34.43,38.13,9.55,,40.27798,44.93647,8.185184,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46958,73447,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Maine",9/23/2016,10/13/2016,"Ipsos","A-",244,"lv",.0618125,48.2,34.82,,,46.62939,33.046,,,"","http://reuters.com/statesofthenation/",46833,73279,10/15/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/5/2016,10/9/2016,"Ipsos","A-",1131,"lv",.0615876,41.5,37.6,6.4,,42.47123,38.99709,6.139745,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46748,73098,10/11/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Alaska",10/10/2016,10/14/2016,"Google Consumer Surveys","B",71,"lv",.0614052,34.6,29.98,4.87,,40.48922,36.8696,3.505183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46956,73445,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",7/29/2016,7/29/2016,"RABA Research","C+",956,"lv",.0612777,46,31,7,,49.19648,33.33468,4.750867,,"","http://www.rabaresearch.com/documents/RABA-Updated-National-Survey-July-2016-2.pdf",44709,68313,7/30/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Nevada",9/23/2016,10/13/2016,"Ipsos","A-",347,"lv",.0611246,40.77,38.73,,,39.82883,37.68108,,,"","http://reuters.com/statesofthenation/",46842,73288,10/15/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Maine",9/15/2016,9/17/2016,"Maine People's Resource Center","C",835,"lv",.0611004,37,36.7,11.1,,40.78984,37.06619,8.642914,,"","http://mprc.me/research/0916_presidential.pdf",45898,71686,9/20/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Louisiana",10/10/2016,10/14/2016,"Google Consumer Surveys","B",280,"lv",.0601335,25.82,49.54,6.52,,31.63638,56.28276,5.155183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46974,73463,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Nebraska",9/23/2016,10/13/2016,"Ipsos","A-",241,"lv",.0600224,33.32,48.55,,,32.28563,47.39321,,,"","http://reuters.com/statesofthenation/",46841,73287,10/15/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/15/2016,10/21/2016,"USC Dornsife/LA Times","",3052,"lv",.0597141,44.1,44.35,,,44.81992,40.47605,,,"","http://latimes.com/politics/",47182,73858,10/22/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Rhode Island",10/10/2016,10/14/2016,"Google Consumer Surveys","B",45,"lv",.0594324,57.33,13.05,2.26,,63.26999,20.04193,.895183,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46995,73484,10/17/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"U.S.",10/11/2016,10/17/2016,"CVOTER International","C+",1326,"lv",.0589326,50.53,45.65,,,45.77341,39.53881,,,"","http://www.upi.com/Top_News/US/2016/10/19/UPICVoter-poll-Clinton-leads-Trump-by-488-points-going-into-final-debate/5031476878558/",47066,73652,10/19/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"South Carolina",9/23/2016,10/13/2016,"Ipsos","A-",346,"lv",.05874,45.97,48.85,,,45.6098,48.45728,,,"","http://reuters.com/statesofthenation/",46853,73299,10/15/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Delaware",7/20/2016,7/24/2016,"Fairleigh Dickinson University (PublicMind)","A",715,"rv",.0586536,42,32,9,,46.13593,35.60975,5.540827,,"","http://www.delawareonline.com/story/news/2016/07/27/tnj-poll-hillary-has-strong-delaware-support/87626276/",44696,68294,7/27/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Idaho",9/23/2016,10/13/2016,"Ipsos","A-",199,"lv",.0584711,31.26,54.18,,,29.88007,52.66488,,,"","http://reuters.com/statesofthenation/",46826,73272,10/15/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Missouri",7/23/2016,7/24/2016,"Mason-Dixon Polling & Research, Inc.","B+",625,"lv",.0581547,41,40,,,40.69634,39.46256,,,"","http://www.stltoday.com/online/missouri-presidential-and-senate-poll/pdf_ea922fa3-95f2-55e3-a1df-5ce1ab4e2a2f.html",44706,68310,7/29/16,"16:34:25 25 Oct 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",10/25/16,"Nevada",8/9/2016,9/1/2016,"SurveyMonkey","C-",2776,"rv",.0578951,40,37,12,,44.04546,39.7874,5.838359,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45370,70576,9/6/16,"16:34:25 25 Oct 2016"
