1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID#,INCUMBENT.INDICATOR..I.,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
2221,MS,Mississippi,1,H0MS01050,,Henry,Ross,"Ross, Henry",,R,22067,29.04%,,,,,,,,,,
2222,MS,Mississippi,1,H2MS01080,,Robert,Estes,"Estes, Robert",,R,10394,13.68%,,,,,,,,,,
2223,MS,Mississippi,1,n/a,,,,,Party Votes:,R,75979,,,,,,,,,,,
2224,MS,Mississippi,1,H2MS01098,,Brad,Morris,"Morris, Brad",,D,11120,100.00%,,,114076,36.90%,,,,,,
2225,MS,Mississippi,1,n/a,,,,,Party Votes:,D,11120,,,,,,,,,,,
2226,MS,Mississippi,1,H2MS01114,,Danny,Bedwell,"Bedwell, Danny",,LIB,Unopposed,,,,3584,1.16%,,,,,,
2227,MS,Mississippi,1,H8MS03026,,Jim R.,Bourland,"Bourland, Jim R.",,CON,Unopposed,,,,2390,0.77%,,,,,,
2228,MS,Mississippi,1,H2MS01106,,Chris,Potts,"Potts, Chris",,REF,Unopposed,,,,2367,0.77%,,,,,,
2229,MS,Mississippi,1,n/a,,,,,District Votes:,,87099,,,,309177,,,,,,,
2230,MS,Mississippi,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,
2231,MS,Mississippi,2,H4MS02068,(I),Bennie G.,Thompson,"Thompson, Bennie G.",,D,49083,87.46%,,,214978,67.13%,,,,,W,
2232,MS,Mississippi,2,H2MS02120,,Heather,McTeer,"McTeer, Heather",,D,7040,12.54%,,,,,,,,,,
2233,MS,Mississippi,2,n/a,,,,,Party Votes:,D,56123,,,,,,,,,,,
2234,MS,Mississippi,2,H0MS02066,,Bill,Marcy,"Marcy, Bill",,R,26041,100.00%,,,99160,30.96%,,,,,,
2235,MS,Mississippi,2,n/a,,,,,Party Votes:,R,26041,,,,,,,,,,,
2236,MS,Mississippi,2,H2MS02138,,Cobby Mondale,Williams,"Williams, Cobby Mondale",,IND,,,,,4605,1.44%,,,,,,
2237,MS,Mississippi,2,H2MS02146,,Lajena,Williams,"Williams, Lajena",,REF,Unopposed,,,,1501,0.47%,,,,,,
2238,MS,Mississippi,2,n/a,,,,,District Votes:,,82164,,,,320244,,,,,,,
2239,MS,Mississippi,,n/a,,,,DISTRICT 3,,,,,,,,,,,,,,
2240,MS,Mississippi,3,H8MS03067,(I),Gregg,Harper,"Harper, Gregg",,R,78735,91.81%,,,234717,80.02%,,,,,W,
2241,MS,Mississippi,3,H2MS03110,,Robert J.,Allen,"Allen, Robert J.",,R,7027,8.19%,,,,,,,,,,
2242,MS,Mississippi,3,n/a,,,,,Party Votes:,R,85762,,,,,,,,,,,
2243,MS,Mississippi,3,H2MS03128,,"John ""Luke""",Pannell,"Pannell, John ""Luke""",,REF,Unopposed,,,,58605,19.98%,,,,,,
2244,MS,Mississippi,3,H2MS03102,,Crystal C.,Biggs,"Biggs, Crystal C.  #",,D,15291,100.00%,,,,,,,,,,#  Crystal Biggs withdrew after the primary election.
2245,MS,Mississippi,3,n/a,,,,,Party Votes:,D,15291,,,,,,,,,,,
2246,MS,Mississippi,3,n/a,,,,,District Votes:,,101053,,,,293322,,,,,,,
2247,MS,Mississippi,,n/a,,,,DISTRICT 4,,,,,,,,,,,,,,
2248,MS,Mississippi,4,H0MS04120,(I),Steven M.,Palazzo,"Palazzo, Steven M.",,R,60897,73.91%,,,182998,64.11%,,,,,W,
2249,MS,Mississippi,4,H2MS04175,,Ron,Vincent,"Vincent, Ron",,R,15391,18.68%,,,,,,,,,,
2250,MS,Mississippi,4,H2MS04209,,Cindy,Burleson,"Burleson, Cindy",,R,6100,7.40%,,,,,,,,,,
2251,MS,Mississippi,4,n/a,,,,,Party Votes:,R,82388,,,,,,,,,,,
2252,MS,Mississippi,4,H2MS04225,,Matt,Moore,"Moore, Matt  #",,D,*,,,,82344,28.85%,,,,,,#  Michael Herrington withdrew after the primary election and Matt Moore was selected by the party to fill the vacancy on the general election ballot.
2253,MS,Mississippi,4,H2MS04183,,Michael ,Herrington,"Herrington, Michael  #",,D,8988,83.76%,,,,,,,,,,#  Michael Herrington withdrew after the primary election and Matt Moore was selected by the party to fill the vacancy on the general election ballot.
2254,MS,Mississippi,4,H2MS04191,,Jason,Vitosky,"Vitosky, Jason",,D,1743,16.24%,,,,,,,,,,
2255,MS,Mississippi,4,n/a,,,,,Party Votes:,D,10731,,,,,,,,,,,
2256,MS,Mississippi,4,H2MS04217,,Ron,Williams,"Williams, Ron",,LIB,Unopposed,,,,17982,6.30%,,,,,,
2257,MS,Mississippi,4,H8MS05179,,Robert W.,Claunch,"Claunch, Robert W.",,REF,Unopposed,,,,2108,0.74%,,,,,,
2258,MS,Mississippi,4,n/a,,,,,District Votes:,,93119,,,,285432,,,,,,,
2259,MS,Mississippi,,n/a,,,,,,,,,,,,,,,,,,
2260,MS,Mississippi,H,n/a,,,,,Total State Votes:,,363435,,,,1208175,,,,,,,
2261,MS,Mississippi,,n/a,,,,,,,,,,,,,,,,,,
2262,MS,Mississippi,S,S8MS00196,(I),Roger F.,Wicker,"Wicker, Roger F.",,R,254936,89.17%,,,709626,57.16%,,,,,W,
2263,MS,Mississippi,S,S2MS00116,,Robert,Maloney,"Maloney, Robert",,R,18857,6.60%,,,,,,,,,,
2264,MS,Mississippi,S,S2MS00108,,E. Allen,Hathcock,"Hathcock, E. Allen",,R,12106,4.23%,,,,,,,,,,
2265,MS,Mississippi,S,n/a,,,,,Party Votes:,R,285899,,,,,,,,,,,
2266,MS,Mississippi,S,S2MS00074,,"Albert N., Jr.",Gore,"Gore, Albert N., Jr.",,D,49157,56.77%,,,503467,40.55%,,,,,,
2267,MS,Mississippi,S,S2MS00090,,Roger,Weiner,"Weiner, Roger",,D,21131,24.40%,,,,,,,,,,
2268,MS,Mississippi,S,S2MS00082,,Will,Oatis,"Oatis, Will",,D,16300,18.82%,,,,,,,,,,
2269,MS,Mississippi,S,n/a,,,,,Party Votes:,D,86588,,,,,,,,,,,
2270,MS,Mississippi,S,S2MS00124,,Thomas,Cramer,"Cramer, Thomas",,CON,Unopposed,,,,15281,1.23%,,,,,,
2271,MS,Mississippi,S,S4MS00062,,Shawn,O'Hara,"O'Hara, Shawn",,REF,Unopposed,,,,13194,1.06%,,,,,,
2272,MS,Mississippi,S,n/a,,,,,Total State Votes:,,372487,,,,1241568,,,,,,,
2273,,,,n/a,,,,,,,,,,,,,,,,,,
2274,MO,Missouri ,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,
2275,MO,Missouri ,1,H0MO01066,(I),Lacy,Clay,"Clay, Lacy",,D,57791,63.30%,,,267927,78.67%,,,,,W,
2276,MO,Missouri ,1,H0MO00019,(I),Russ,Carnahan,"Carnahan, Russ",,D,30943,33.89%,,,,,,,,,,
2277,MO,Missouri ,1,H0MO01124,,Candice,Britton,"Britton, Candice",,D,2570,2.81%,,,,,,,,,,
2278,MO,Missouri ,1,n/a,,,,,Party Votes:,D,91304,,,,,,,,,,,
2279,MO,Missouri ,1,H0MO01132,,Robyn,Hamlin,"Hamlin, Robyn",,R,9737,57.88%,,,60832,17.86%,,,,,,
2280,MO,Missouri ,1,H0MO01140,,Martin D.,Baker,"Baker, Martin D.",,R,7085,42.12%,,,,,,,,,,
2281,MO,Missouri ,1,n/a,,,,,Party Votes:,R,16822,,,,,,,,,,,
2282,MO,Missouri ,1,H6MO01246,,Robb E.,Cunningham,"Cunningham, Robb E.",,LIB,246,100.00%,,,11824,3.47%,,,,,,
2283,MO,Missouri,1,n/a,,,,,Party Votes:,LIB,246,,,,,,,,,,,
2284,MO,Missouri ,1,n/a,,,,,District Votes:,,108372,,,,340583,,,,,,,
2285,MO,Missouri ,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,
2286,MO,Missouri ,2,H2MO02102,,Ann,Wagner,"Wagner, Ann",,R,53583,65.78%,,,236971,60.08%,,,,,W,
2287,MO,Missouri ,2,H2MO02110,,Randy,Jotte,"Jotte, Randy",,R,18644,22.89%,,,,,,,,,,
2288,MO,Missouri ,2,H4MO05135,,John,Morris,"Morris, John",,R,6041,7.42%,,,,,,,,,,
2289,MO,Missouri ,2,H0MO09143,,James O.,Baker,"Baker, James O.",,R,3185,3.91%,,,,,,,,,,
2290,MO,Missouri ,2,n/a,,,,,Party Votes:,R,81453,,,,,,,,,,,
2291,MO,Missouri ,2,H2MO02128,,Glenn,Koenen,"Koenen, Glenn",,D,7894,28.38%,,,146272,37.08%,,,,,,
2292,MO,Missouri ,2,H2MO02136,,Harold,Whitfield,"Whitfield, Harold",,D,7848,28.21%,,,,,,,,,,
2293,MO,Missouri ,2,H6MO02285,,George (Boots),Weber,"Weber, George (Boots)",,D,7541,27.11%,,,,,,,,,,
2294,MO,Missouri ,2,H0MO01165,,Marshall,Works,"Works, Marshall",,D,4532,16.29%,,,,,,,,,,
2295,MO,Missouri ,2,n/a,,,,,Party Votes:,D,27815,,,,,,,,,,,
2296,MO,Missouri ,2,H2MO02151,,Bill,Slantz,"Slantz, Bill",,LIB,404,100.00%,,,9193,2.33%,,,,,,
2297,MO,Missouri,2,n/a,,,,,Party Votes:,LIB,404,,,,,,,,,,,
2298,MO,Missouri ,2,H2MO02144,,Anatol,Zorikova,"Zorikova, Anatol",,CON,75,100.00%,,,2012,0.51%,,,,,,
2299,MO,Missouri,2,n/a,,,,,Party Votes:,CON,75,,,,,,,,,,,
2300,MO,Missouri ,2,n/a,,,,,District Votes:,,109747,,,,394448,,,,,,,
2301,MO,Missouri ,,n/a,,,,DISTRICT 3,,,,,,,,,,,,,,
2302,MO,Missouri ,3,H8MO09153,(I),Blaine,Luetkemeyer,"Luetkemeyer, Blaine",,R,79661,100.00%,,,214843,63.49%,,,,,W,
2303,MO,Missouri ,3,n/a,,,,,Party Votes:,R,79661,,,,,,,,,,,
2304,MO,Missouri ,3,H2MO03134,,Eric C.,Mayer,"Mayer, Eric C.",,D,22478,100.00%,,,111189,32.86%,,,,,,
2305,MO,Missouri ,3,n/a,,,,,Party Votes:,D,22478,,,,,,,,,,,
2306,MO,Missouri ,3,H0MO09150,,Steven,Wilson,"Wilson, Steven",,LIB,367,100.00%,,,12353,3.65%,,,,,,
2307,MO,Missouri ,3,n/a,,,,,Party Votes:,LIB,367,,,,,,,,,,,
2308,MO,Missouri ,3,n/a,,,,,District Votes:,,102506,,,,338385,,,,,,,
2309,MO,Missouri ,,n/a,,,,DISTRICT 4,,,,,,,,,,,,,,
2310,MO,Missouri ,4,H0MO04086,(I),Vicky,Hartzler,"Hartzler, Vicky",,R,71615,84.00%,,,192237,60.31%,,,,,W,
2311,MO,Missouri ,4,H2MO04090,,Bernie,Mowinski,"Mowinski, Bernie",,R,13645,16.00%,,,,,,,,,,
2312,MO,Missouri ,4,n/a,,,,,Party Votes:,R,85260,,,,,,,,,,,
2313,MO,Missouri ,4,H2MO04082,,Teresa,Hensley,"Hensley, Teresa",,D,24631,100.00%,,,113120,35.49%,,,,,,
2314,MO,Missouri ,4,n/a,,,,,Party Votes:,D,24631,,,,,,,,,,,
2315,MO,Missouri ,4,H2MO04108,,Thomas,Holbrook,"Holbrook, Thomas",,LIB,232,58.00%,,,10407,3.27%,,,,,,
2316,MO,Missouri ,4,H2MO04116,,Herschel L.,Young,"Young, Herschel L.",,LIB,168,42.00%,,,,,,,,,,
2317,MO,Missouri ,4,n/a,,,,,Party Votes:,LIB,400,,,,,,,,,,,
2318,MO,Missouri ,4,H0MO04102,,Greg,Cowan,"Cowan, Greg",,CON,118,100.00%,,,2959,0.93%,,,,,,
2319,MO,Missouri ,4,n/a,,,,,Party Votes:,CON,118,,,,,,,,,,,
2320,MO,Missouri ,4,n/a,,,,,District Votes:,,110409,,,,318723,,,,,,,
2321,MO,Missouri ,,n/a,,,,DISTRICT 5,,,,,,,,,,,,,,
2322,MO,Missouri ,5,H4MO05234,(I),"Emanuel, II",Cleaver,"Cleaver, Emanuel, II",,D,43712,100.00%,,,200290,60.52%,,,,,W,
2323,MO,Missouri ,5,n/a,,,,,Party Votes:,D,43712,,,,,,,,,,,
2324,MO,Missouri ,5,H6MO05189,,Jacob,Turk,"Turk, Jacob",,R,24814,58.86%,,,122149,36.91%,,,,,,
2325,MO,Missouri ,5,H2MO06186,,Jerry,Nolte,"Nolte, Jerry",,R,10734,25.46%,,,,,,,,,,
2326,MO,Missouri ,5,H2MO05360,,Jason,Greene,"Greene, Jason",,R,5067,12.02%,,,,,,,,,,
2327,MO,Missouri ,5,H0MO05158,,Ron Paul,Shawd,"Shawd, Ron Paul",,R,1542,3.66%,,,,,,,,,,
2328,MO,Missouri ,5,n/a,,,,,Party Votes:,R,42157,,,,,,,,,,,
2329,MO,Missouri ,5,H6MO05197,,Randall (Randy),Langkraehr,"Langkraehr, Randall (Randy)",,LIB,335,100.00%,,,8497,2.57%,,,,,,
2330,MO,Missouri ,5,n/a,,,,,Party Votes:,LIB,335,,,,,,,,,,,
2331,MO,Missouri ,5,n/a,,Andrew ,Feagle,"Feagle, Andrew ",,W,,,,,6,0.00%,,,,,,
2332,MO,Missouri ,5,n/a,,,,,District Votes:,,86204,,,,330942,,,,,,,
2333,MO,Missouri ,,n/a,,,,DISTRICT 6,,,,,,,,,,,,,,
2334,MO,Missouri ,6,H0MO06073,(I),Sam,Graves,"Graves, Sam",,R,59388,80.33%,,,216906,65.00%,,,,,W,
2335,MO,Missouri ,6,H0MO06164,,Christopher,Ryan,"Ryan, Christopher",,R,9945,13.45%,,,,,,,,,,
2336,MO,Missouri ,6,H2MO06210,,Bob,Gough,"Gough, Bob",,R,4598,6.22%,,,,,,,,,,
2337,MO,Missouri ,6,n/a,,,,,Party Votes:,R,73931,,,,,,,,,,,
2338,MO,Missouri ,6,H0MO06172,,Kyle,Yarber,"Yarber, Kyle",,D,10242,32.55%,,,108503,32.52%,,,,,,
2339,MO,Missouri ,6,H2MO06202,,W.A. (Bill),Hedge,"Hedge, W.A. (Bill)",,D,8620,27.40%,,,,,,,,,,
2340,MO,Missouri ,6,H2MO06194,,Ronald William,Harris,"Harris, Ronald William",,D,7483,23.78%,,,,,,,,,,
2341,MO,Missouri ,6,H0MO06156,,Ted,Rights,"Rights, Ted",,D,5118,16.27%,,,,,,,,,,
2342,MO,Missouri ,6,n/a,,,,,Party Votes:,D,31463,,,,,,,,,,,
2343,MO,Missouri ,6,H2MO06228,,Russ Lee,Monchil,"Monchil, Russ Lee",,LIB,252,100.00%,,,8279,2.48%,,,,,,
2344,MO,Missouri ,6,n/a,,,,,Party Votes:,LIB,252,,,,,,,,,,,
2345,MO,Missouri ,6,n/a,,,,,District Votes:,,105646,,,,333688,,,,,,,
2346,MO,Missouri ,,n/a,,,,DISTRICT 7,,,,,,,,,,,,,,
2347,MO,Missouri ,7,H0MO07113,(I),Billy,Long,"Long, Billy",,R,62917,59.67%,,,203565,63.87%,,,,,W,
2348,MO,Missouri ,7,H0MO07147,,Mike,Moon,"Moon, Mike",,R,22860,21.68%,,,,,,,,,,
2349,MO,Missouri ,7,H2MO07101,,Tom,Stilson,"Stilson, Tom",,R,19666,18.65%,,,,,,,,,,
2350,MO,Missouri ,7,n/a,,,,,Party Votes:,R,105443,,,,,,,,,,,
2351,MO,Missouri ,7,H2MO07093,,Jim,Evans,"Evans, Jim",,D,14446,100.00%,,,98498,30.90%,,,,,,
2352,MO,Missouri ,7,n/a,,,,,Party Votes:,D,14446,,,,,,,,,,,
2353,MO,Missouri ,7,H4MO07107,,Kevin,Craig,"Craig, Kevin",,LIB,303,100.00%,,,16668,5.23%,,,,,,
2354,MO,Missouri ,7,n/a,,,,,Party Votes:,LIB,303,,,,,,,,,,,
2355,MO,Missouri ,7,n/a,,Kenneth Joe,Brown,"Brown, Kenneth Joe",,W,,,,,9,0.00%,,,,,,
2356,MO,Missouri ,7,n/a,,,,,District Votes:,,120192,,,,318740,,,,,,,
2357,MO,Missouri ,,n/a,,,,DISTRICT 8,,,,,,,,,,,,,,
2358,MO,Missouri ,8,H6MO08084,(I),Jo Ann,Emerson,"Emerson, Jo Ann",,R,61975,67.07%,,,216083,71.93%,,,,,W,
2359,MO,Missouri ,8,H0MO08244,,Bob,Parker,"Parker, Bob",,R,30429,32.93%,,,,,,,,,,
2360,MO,Missouri ,8,n/a,,,,,Party Votes:,R,92404,,,,,,,,,,,
2361,MO,Missouri ,8,H2MO08075,,Jack,Rushin,"Rushin, Jack",,D,27839,100.00%,,,73755,24.55%,,,,,,
2362,MO,Missouri ,8,n/a,,,,,Party Votes:,D,27839,,,,,,,,,,,
2363,MO,Missouri ,8,H0MO08277,,Rick,Vandeven,"Vandeven, Rick",,LIB,164,100.00%,,,10553,3.51%,,,,,,
2364,MO,Missouri ,8,n/a,,,,,Party Votes:,LIB,164,,,,,,,,,,,
2365,MO,Missouri ,8,n/a,,,,,District Votes:,,120407,,,,300391,,,,,,,
2366,MO,Missouri ,,n/a,,,,,,,,,,,,,,,,,,
2367,MO,Missouri ,H,n/a,,,,,Total State Votes:,,863483,,,,2675900,,,,,,,
2368,MO,Missouri ,,n/a,,,,,,,,,,,,,,,,,,
2369,MO,Missouri ,S,S6MO00305,(I),Claire,McCaskill,"McCaskill, Claire",,D,289481,100.00%,,,1494125,54.81%,,,,,W,
2370,MO,Missouri ,S,n/a,,,,,Party Votes:,D,289481,,,,,,,,,,,
2371,MO,Missouri ,S,S2MO00429,,Todd,Akin,"Akin, Todd",,R,217468,36.05%,,,1066159,39.11%,,,,,,
2372,MO,Missouri ,S,S2MO00437,,John G.,Brunner,"Brunner, John G.",,R,180821,29.97%,,,,,,,,,,
2373,MO,Missouri ,S,S2MO00403,,Sarah,Steelman,"Steelman, Sarah",,R,176189,29.21%,,,,,,,,,,
2374,MO,Missouri ,S,S0MO00241,,Jerry,Beck,"Beck, Jerry",,R,9791,1.62%,,,,,,,,,,
2375,MO,Missouri ,S,S0MO00266,,Hector,Maldonado,"Maldonado, Hector",,R,7412,1.23%,,,,,,,,,,
2376,MO,Missouri ,S,S2MO00452,,Robert (Bob),Poole,"Poole, Robert (Bob)",,R,6097,1.01%,,,,,,,,,,
2377,MO,Missouri ,S,S0MO00209,,Mark,Memoly,"Memoly, Mark",,R,3200,0.53%,,,,,,,,,,
2378,MO,Missouri ,S,S2MO00445,,Mark Patrick,Lodes,"Lodes, Mark Patrick",,R,2282,0.38%,,,,,,,,,,
2379,MO,Missouri ,S,n/a,,,,,Party Votes:,R,603260,,,,,,,,,,,
2380,MO,Missouri ,S,S0MO00340,,Jonathan,Dine,"Dine, Jonathan",,LIB,2470,100.00%,,,165468,6.07%,,,,,,
2381,MO,Missouri ,S,n/a,,,,,Party Votes:,LIB,2470,,,,,,,,,,,
2382,MO,Missouri ,S,n/a,,Ted,Kimzey,"Kimzey, Ted",,W,,,,,15,0.00%,,,,,,
2383,MO,Missouri ,S,n/a,,"Bernard J. (Spark), Jr.",Duraski,"Duraski, Bernard J. (Spark), Jr.",,W,,,,,9,0.00%,,,,,,
2384,MO,Missouri ,S,n/a,,William ,Dean,"Dean, William ",,W,,,,,6,0.00%,,,,,,
2385,MO,Missouri ,S,n/a,,Bernie,Mowinski,"Mowinski, Bernie",,W,,,,,5,0.00%,,,,,,
2386,MO,Missouri ,S,n/a,,Charlie,Bailey,"Bailey, Charlie",,W,,,,,4,0.00%,,,,,,
2387,MO,Missouri ,S,n/a,,Arnie C (AC),Dienoff,"Dienoff, Arnie C (AC)",,W,,,,,2,0.00%,,,,,,
2388,MO,Missouri ,S,n/a,,,,,Total State Votes:,,895211,,,,2725793,,,,,,,
2389,,,,n/a,,,,,,,,,,,,,,,,,,
2390,MT,Montana,,n/a,,,,,,,,,,,,,,,,,,
2391,MT,Montana,0,H2MT01060,,Steve,Daines,"Daines, Steve",,R,82843,71.25%,,,255468,53.25%,,,,,W,
2392,MT,Montana,0,H2MT00088,,Eric,Brosten,"Brosten, Eric",,R,21012,18.07%,,,,,,,,,,
2393,MT,Montana,0,H2MT00104,,Vincent,Melkus,"Melkus, Vincent",,R,12420,10.68%,,,,,,,,,,
2394,MT,Montana,0,n/a,,,,,Party Votes:,R,116275,,,,,,,,,,,
2395,MT,Montana,0,H2MT00047,,Kim,Gillan,"Gillan, Kim",,D,25077,31.03%,,,204939,42.72%,,,,,,
2396,MT,Montana,0,H2MT00021,,Franke,Wilmer,"Wilmer, Franke",,D,14836,18.36%,,,,,,,,,,
2397,MT,Montana,0,H2MT00070,,Diane,Smith,"Smith, Diane",,D,12618,15.61%,,,,,,,,,,
2398,MT,Montana,0,H2MT00054,,Dave,Strohmaier,"Strohmaier, Dave",,D,11366,14.06%,,,,,,,,,,
2399,MT,Montana,0,H0MT00074,,Sam,Rankin,"Rankin, Sam",,D,9382,11.61%,,,,,,,,,,
2400,MT,Montana,0,H2MT01078,,Jason,Ward,"Ward, Jason",,D,4959,6.14%,,,,,,,,,,
2401,MT,Montana,0,H2MT00062,,Robert,Stutz,"Stutz, Robert",,D,2586,3.20%,,,,,,,,,,
2402,MT,Montana,0,n/a,,,,,Party Votes:,D,80824,,,,,,,,,,,
2403,MT,Montana,0,H2MT00096,,David,Kaiser,"Kaiser, David",,LIB,,,,,19333,4.03%,,,,,,
2404,MT,Montana,0,n/a,,,,,District Votes:,,197099,,,,479740,,,,,,,
2405,MT,Montana,,n/a,,,,,,,,,,,,,,,,,,
2406,MT,Montana,H,n/a,,,,,Total State Votes:,,197099,,,,479740,,,,,,,
2407,MT,Montana,,n/a,,,,,,,,,,,,,,,,,,
2408,MT,Montana,S,S6MT00162,(I),Jon,Tester,"Tester, Jon",,D,88720,100.00%,,,236123,48.58%,,,,,W,
2409,MT,Montana,S,n/a,,,,,Party Votes:,D,88720,,,,,,,,,,,
2410,MT,Montana,S,S6MT00097,,Denny,Rehberg,"Rehberg, Denny",,R,105632,76.15%,,,218051,44.86%,,,,,,
2411,MT,Montana,S,S2MT00104,,Dennis,Teske,"Teske, Dennis",,R,33079,23.85%,,,,,,,,,,
2412,MT,Montana,S,n/a,,,,,Party Votes:,R,138711,,,,,,,,,,,
2413,MT,Montana,S,S2MT00112,,Dan,Cox,"Cox, Dan",,LIB,,,,,31892,6.56%,,,,,,
2414,MT,Montana,S,n/a,,,,,Total State Votes:,,227431,,,,486066,,,,,,,
2415,,,,n/a,,,,,,,,,,,,,,,,,,
2416,NE,Nebraska,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,
2417,NE,Nebraska,1,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,R,53886,86.89%,,,174889,68.29%,,,,,W,
2418,NE,Nebraska,1,H0NE01070,,Jessica L.,Turek,"Turek, Jessica L.",,R,4840,7.80%,,,,,,,,,,
2419,NE,Nebraska,1,H0NE0E191,,Dennis L.,Parker,"Parker, Dennis L.",,R,3290,5.31%,,,,,,,,,,
2420,NE,Nebraska,1,n/a,,,,,Party Votes:,R,62016,,,,,,,,,,,
2421,NE,Nebraska,1,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,N(R),1772,73.59%,,,,,,,,,,
2422,NE,Nebraska,1,H0NE01070,,Jessica L.,Turek,"Turek, Jessica L.",,N(R),415,17.23%,,,,,,,,,,
2423,NE,Nebraska,1,H0NE0E191,,Dennis L.,Parker,"Parker, Dennis L.",,N(R),221,9.18%,,,,,,,,,,
2424,NE,Nebraska,1,n/a,,,,,Party Votes:,N(R),2408,,,,,,,,,,,
2425,NE,Nebraska,1,H2NE01076,,Korey L.,Reiman,"Reiman, Korey L.",,D,14332,62.97%,,,81206,31.71%,,,,,,
2426,NE,Nebraska,1,H2NE01084,,Robert ,Way,"Way, Robert ",,D,8428,37.03%,,,,,,,,,,
2427,NE,Nebraska,1,n/a,,,,,Party Votes:,D,22760,,,,,,,,,,,
2428,NE,Nebraska,1,H2NE01076,,Korey L.,Reiman,"Reiman, Korey L.",,N(D),472,61.14%,,,,,,,,,,
2429,NE,Nebraska,1,H2NE01084,,Robert ,Way,"Way, Robert ",,N(D),300,38.86%,,,,,,,,,,
2430,NE,Nebraska,1,n/a,,,,,Party Votes:,N(D),772,,,,,,,,,,,
2431,NE,Nebraska,1,n/a,,,,,District Votes:,,87956,,,,256095,,,,,,,
2432,NE,Nebraska,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,
2433,NE,Nebraska,2,H8NE02129,(I),Lee,Terry,"Terry, Lee",,R,27414,60.04%,,,133964,50.80%,,,,,W,
2434,NE,Nebraska,2,H2NE02041,,Brett,Lindstrom,"Lindstrom, Brett",,R,10415,22.81%,,,,,,,,,,
2435,NE,Nebraska,2,H2NE02066,,Jack,Heidel,"Heidel, Jack",,R,5021,11.00%,,,,,,,,,,
2436,NE,Nebraska,2,H2NE02082,,Glen M.,Freeman,"Freeman, Glen M.",,R,1803,3.95%,,,,,,,,,,
2437,NE,Nebraska,2,H2NE02090,,Paul ,Anderson,"Anderson, Paul ",,R,1004,2.20%,,,,,,,,,,
2438,NE,Nebraska,2,n/a,,,,,Party Votes:,R,45657,,,,,,,,,,,
2439,NE,Nebraska,2,H8NE02129,(I),Lee,Terry,"Terry, Lee",,N(R),584,40.67%,,,,,,,,,,
2440,NE,Nebraska,2,H2NE02066,,Jack,Heidel,"Heidel, Jack",,N(R),385,26.81%,,,,,,,,,,
2441,NE,Nebraska,2,H2NE02041,,Brett,Lindstrom,"Lindstrom, Brett",,N(R),338,23.54%,,,,,,,,,,
2442,NE,Nebraska,2,H2NE02082,,Glen M.,Freeman,"Freeman, Glen M.",,N(R),82,5.71%,,,,,,,,,,
2443,NE,Nebraska,2,H2NE02090,,Paul ,Anderson,"Anderson, Paul ",,N(R),47,3.27%,,,,,,,,,,
2444,NE,Nebraska,2,n/a,,,,,Party Votes:,N(R),1436,,,,,,,,,,,
2445,NE,Nebraska,2,H2NE02058,,"John W., Jr.",Ewing,"Ewing, John W., Jr.",,D,17686,62.10%,,,129767,49.20%,,,,,,
2446,NE,Nebraska,2,H2NE02074,,Gwen,Howard,"Howard, Gwen",,D,10793,37.90%,,,,,,,,,,
2447,NE,Nebraska,2,n/a,,,,,Party Votes:,D,28479,,,,,,,,,,,
2448,NE,Nebraska,2,H2NE02058,,"John W., Jr.",Ewing,"Ewing, John W., Jr.",,N(D),268,55.37%,,,,,,,,,,
2449,NE,Nebraska,2,H2NE02074,,Gwen,Howard,"Howard, Gwen",,N(D),216,44.63%,,,,,,,,,,
2450,NE,Nebraska,2,n/a,,,,,Party Votes:,N(D),484,,,,,,,,,,,
2451,NE,Nebraska,2,n/a,,,,,District Votes:,,76056,,,,263731,,,,,,,
2452,NE,Nebraska,,n/a,,,,DISTRICT 3,,,,,,,,,,,,,,
2453,NE,Nebraska,3,H6NE03115,(I),Adrian,Smith,"Smith, Adrian",,R,62176,81.53%,,,187423,74.17%,,,,,W,
2454,NE,Nebraska,3,H2NE03049 ,,Bob,Lingenfelter,"Lingenfelter, Bob",,R,14089,18.47%,,,,,,,,,,
2455,NE,Nebraska,3,n/a,,,,,Party Votes:,R,76265,,,,,,,,,,,
2456,NE,Nebraska,3,H6NE03115,(I),Adrian,Smith,"Smith, Adrian",,N(R),469,69.28%,,,,,,,,,,
2457,NE,Nebraska,3,H2NE03049 ,,Bob,Lingenfelter,"Lingenfelter, Bob",,N(R),208,30.72%,,,,,,,,,,
2458,NE,Nebraska,3,n/a,,,,,Party Votes:,N(R),677,,,,,,,,,,,
